Livre	Book	Vol	Series	Series CH	Start Page	End page	Region	Type of Place	Place Raw	"Place Raw, Paris, France"	Quartier	Lat	Long	"Lat, Long"	Description	Types Involved	Characters (Full Name)	Characters (CSV)	Shop Name	Store Type	Historical Figures	Date	WikiURL	ImageURL	Typs	Discourse
Les employés	E	XIX	La Comédie Humaine	Scènes de la vie parisienne	191	191	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Mme Rabourdin and Mme de Camps (Mme Firmiani) go to the Italiens together	 	Mme Rabourdin::Mme Firmiani	"Mme Rabourdin, Mme Firmiani"					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Les employés	E	XIX	La Comédie Humaine	Scènes de la vie parisienne	227	227	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	The foyer at the Italiens	 							http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
La muse du département	MD	X	La Comédie Humaine	Scènes de la vie de province	204	204	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	The foyer at the Italiens								http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
La muse du département	MD	X	La Comédie Humaine	Scènes de la vie de province	243	243	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	The foyer at the Italiens								http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Ursule Mirouët	UM	VIII	La Comédie Humaine	Scènes de la vie de province	55	55	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Dinah at the Italiens	 	Dinah	Dinah					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Ursule Mirouët	UM	VIII	La Comédie Humaine	Scènes de la vie de province	145	145	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Dinah at the Italiens		Dinah	Dinah					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
La peau de chagrin	PC 	XXVII	La Comédie Humaine	Études philosophiques	195	195	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Joseph Mirouët begins at the Italiens	 	Joseph Mirouët	Joseph Mirouët					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
La peau de chagrin	PC 	XXVII	La Comédie Humaine	Études philosophiques	202	202	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Raphaël goes to the Italiens	 	Raphaël de Vandenesse	Raphaël de Vandenesse					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
La peau de chagrin	PC 	XXVII	La Comédie Humaine	Études philosophiques	205	205	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Raphaël goes to the Italiens		Raphaël de Vandenesse	Raphaël de Vandenesse					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Une fille d'Eve	FE	IV	La Comédie Humaine	Scènes de la vie privée	81	81	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Mme Félix de Vandenesse at the Italiens	 	Mme Félix de Vandenesse	Mme Félix de Vandenesse					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Une fille d'Eve	FE	IV	La Comédie Humaine	Scènes de la vie privée	98	98	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Mme Félix de Vandenesse at the Italiens		Mme Félix de Vandenesse	Mme Félix de Vandenesse					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Une fille d'Eve	FE	IV	La Comédie Humaine	Scènes de la vie privée	152	152	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Mme Félix de Vandenesse at the Italiens	 	Mme Félix de Vandenesse	Mme Félix de Vandenesse					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Une fille d'Eve	FE	IV	La Comédie Humaine	Scènes de la vie privée	170	170	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Mme Félix de Vandenesse at the Italiens		Mme Félix de Vandenesse	Mme Félix de Vandenesse					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Les secrets de la princesse de Cadignan	SPC	XVI	La Comédie Humaine	Scènes de la vie parisienne	304	304	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Mme d’Espard changes her loge at the Italiens		Mme d'Espard	Mme d'Espard					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Les secrets de la princesse de Cadignan	SPC	XVI	La Comédie Humaine	Scènes de la vie parisienne	315	315	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	The princesse de Cadignan sees Michel Chrestien at the Italiens	 	princesse de Cadignan::Michel Chrestien	Michel Chrestien					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Les secrets de la princesse de Cadignan	SPC	XVI	La Comédie Humaine	Scènes de la vie parisienne	328	328	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	The princesse de Cadignan sees Michel Chrestien at the Italiens		princesse de Cadignan::Michel Chrestien						http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Les secrets de la princesse de Cadignan	SPC	XVI	La Comédie Humaine	Scènes de la vie parisienne	322	322	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Michel Chrestien goes to the Italiens		Michel Chrestien	Michel Chrestien					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
La fausse maîtresse	FM	IV	La Comédie Humaine	Scènes de la vie privée	8	8	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Adam sees Clémentine at the Italiens and falls in love	 	Adam::Clémentine						http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
La fausse maîtresse	FM	IV	La Comédie Humaine	Scènes de la vie privée	27	27	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Paz sees Clémentine at the Italiens		Paz::Clémentine	"Paz, Clémentine"					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
La fausse maîtresse	FM	IV	La Comédie Humaine	Scènes de la vie privée	48	48	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Mme Laginska has a loge at the Italiens	 	Mme Laginska	Mme Laginska					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
L'envers de l'histoire contemporaine	EHC 	XX 	La Comédie Humaine	Scènes de la vie parisienne	407	407	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Bourlac mentions the Italiens	 	Bourlac	Bourlac					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
L'envers de l'histoire contemporaine	EHC 	XX 	La Comédie Humaine	Scènes de la vie parisienne	408	408	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	"Bourlac tells Vanda that he is going to the Italiens to hear Puritani, Lablache, Grisi, etc."	 	Bourlac::Vanda	"Bourlac,Vanda"					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
La maison Nucingen 	MN 	XIV	La Comédie Humaine	Scènes de la vie parisienne	367	367	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Godefroid de Beaudenord has trouble to pay for his loge at the Italiens	 	Godefroid de Beaudenord	Godefroid de Beaudenord					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
La maison Nucingen 	MN 	XIV	La Comédie Humaine	Scènes de la vie parisienne	372	372	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Godefroid de Beaudenord at the Italiens	 	Godefroid de Beaudenord	Godefroid de Beaudenord					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Béatrix 	Beat 	V	La Comédie Humaine	Scènes de la vie de province	105	105	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Béatrix goes to the Italiens	 	Béatrix	Béatrix					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Béatrix	Beat	V	La Comédie Humaine	Scènes de la vie de province	106	106	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Béatrix and Rochefide go to the Italiens together	 	Béatrix::Rochefide	"Béatrix,Rochefide"					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Béatrix	Beat	V	La Comédie Humaine	Scènes de la vie de province	291	291	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Portenduère and du Guénic take a loge together at the Italiens	 	Portenduère::du Guénic	"Portenduère, du Guénic"					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Béatrix	Beat	V	La Comédie Humaine	Scènes de la vie de province	295	295	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Lablache (at the Italiens)	 	Lablache	Lablache					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Illusions perdues	IP	XII	La Comédie Humaine	Scènes de la vie de province	414	414	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Sontag and la Malibran (at the Italiens)	 	Sontag::La Malibran	"Sontag, La Malibran"					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Une ténébreuse affaire	Taf	XXI	La Comédie Humaine	Scènes de la vie politique	162	162	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Sontag and la Malibran (at the Italiens)	 	Sontag::La Malibran	"Sontag, La Malibran"					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Béatrix	Beat	V	La Comédie Humaine	Scènes de la vie de province	304	304	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Sabine goes alone to the Italiens where they give Otello (Rossini)		Sabine	Sabine					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Béatrix 	Beat 	V	La Comédie Humaine	Scènes de la vie de province	307	307	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Sabine refuses to go the Italiens with Calyste	 	Sabine::Calyste	"Sabine, Calyste"					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Béatrix 	Beat 	V	La Comédie Humaine	Scènes de la vie de province	335	335	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Mme Schontz has a loge at the Italiens	 	Mme Schontz	Mme Schontz					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Béatrix 	Beat 	V	La Comédie Humaine	Scènes de la vie de province	356	356	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Mme Schontz absent from the Italiens	 	Mme Schontz	Mme Schontz					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Béatrix 	Beat 	V	La Comédie Humaine	Scènes de la vie de province	361	361	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Béatrix has a loge at the Italiens	 	Béatrix	Béatrix					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Béatrix 	Beat 	V	La Comédie Humaine	Scènes de la vie de province	369	369	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Béatrix humiliated in public at the Italiens	 	Béatrix	Béatrix					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Béatrix 	Beat 	V	La Comédie Humaine	Scènes de la vie de province	373	373	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Crevel has a loge at the Italiens	 	Crevel	Crevel					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
La cousine Bette	B	XVII	La Comédie Humaine	Scènes de la vie parisienne	18	18	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Hulot goes to the Italiens	 	Hulot	Hulot					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
La cousine Bette	B	XVII	La Comédie Humaine	Scènes de la vie parisienne	20	20	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Hulot goes to the Italiens	 	Hulot						http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
La cousine Bette	B	XVII	La Comédie Humaine	Scènes de la vie parisienne	242	242	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Steinbock goes to the Italiens		Steinbock	Steinbock					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
La cousine Bette	B	XVII	La Comédie Humaine	Scènes de la vie parisienne	314	314	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Formerly the Comédie Italienne announced the next play after each performance	 							http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Le cousin Pons	Po	XVIII	La Comédie Humaine	Scènes de la vie parisienne	73	73	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Camusot preferred the Opéra-Comique to the Italiens	 	Camusot	Caniusot					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
Le cousin Pons	Po	XVIII	La Comédie Humaine	Scènes de la vie parisienne	86	86	The Theaters	Theater	"Théâtre italien de Paris,rue Louvois"	"Théâtre italien de Paris,rue Louvois, Paris, France"	Vivienne	48.868293	2.337124	"48.868293, 2.337124"	Cécile expects to have a loge at the Italiens	 	Cécile	Cécile					http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_italien_de_Paris	http://upload.wikimedia.org/wikipedia/commons/2/2f/Paris_Theatre_Italien_c1840.jpg		
La cousine Bette	B	XVII	La Comédie Humaine	Scènes de la vie parisienne	57	57	The Theaters	Theater	Opéra Italien	"Opéra Italien, Paris, France"		48.870788	2.337545	"48.870788, 2.337545"	Jose_pha was with the Opéra Italien before being with the Opéra Français_	 	Jose_pha	Jose_pha								
La Rabouilleuse	R 	IX	La Comédie Humaine	Scènes de la vie de province	332	332	The Theaters	Theater	Opéra Italien	"Opéra Italien, Paris, France"		48.870788	2.337545	"48.870788, 2.337545"	The lottery took place on the site of the Théâtre Ventadour											
Physiologie du mariage	PM	XXXII	La Comédie Humaine	Études analytiques	189	189	The Theaters	Theater	salle Ventadour	"salle Ventadour, Paris, France"	Vivienne	48.8677	2.33485	"48.8677, 2.33485"	The salle Ventadour	 							http://fr.wikipedia.org/wiki/Salle_Ventadour	http://upload.wikimedia.org/wikipedia/commons/3/31/Salle_Ventadour_c1830_-_HBwebsite.jpg		
Physiologie du mariage	PM	XXXII	La Comédie Humaine	Études analytiques	193	193	The Theaters	Theater	salle Ventadour	"salle Ventadour, Paris, France"	Vivienne	48.8677	2.33485	"48.8677, 2.33485"	The salle Ventadour	 							http://fr.wikipedia.org/wiki/Salle_Ventadour	http://upload.wikimedia.org/wikipedia/commons/3/31/Salle_Ventadour_c1830_-_HBwebsite.jpg		
Petites misères de la vie conjugale	PMVC 	XXXIII	La Comédie Humaine	Études analytiques	60	60	The Theaters	Theater	salle Ventadour	"salle Ventadour, Paris, France"	Vivienne	48.8677	2.33485	"48.8677, 2.33485"	The salle Ventadour	 							http://fr.wikipedia.org/wiki/Salle_Ventadour	http://upload.wikimedia.org/wikipedia/commons/3/31/Salle_Ventadour_c1830_-_HBwebsite.jpg		
Petites misères de la vie conjugale	PMVC 	XXXIII	La Comédie Humaine	Études analytiques	62	62	The Theaters	Theater	salle Ventadour	"salle Ventadour, Paris, France"	Vivienne	48.8677	2.33485	"48.8677, 2.33485"	The salle Ventadour	 							http://fr.wikipedia.org/wiki/Salle_Ventadour	http://upload.wikimedia.org/wikipedia/commons/3/31/Salle_Ventadour_c1830_-_HBwebsite.jpg		
Petites misères de la vie conjugale	PMVC 	XXXIII	La Comédie Humaine	Études analytiques	143	143	The Theaters	Theater	salle Ventadour	"salle Ventadour, Paris, France"	Vivienne	48.8677	2.33485	"48.8677, 2.33485"	The salle Ventadour								http://fr.wikipedia.org/wiki/Salle_Ventadour	http://upload.wikimedia.org/wikipedia/commons/3/31/Salle_Ventadour_c1830_-_HBwebsite.jpg		
Les employés	E	XIX	La Comédie Humaine	Scènes de la vie parisienne	96	96	The Theaters	Theater	salle Ventadour	"salle Ventadour, Paris, France"	Vivienne	48.8677	2.33485	"48.8677, 2.33485"	The salle Ventadour	 							http://fr.wikipedia.org/wiki/Salle_Ventadour	http://upload.wikimedia.org/wikipedia/commons/3/31/Salle_Ventadour_c1830_-_HBwebsite.jpg		
Gambara	Ga	XXVIII	La Comédie Humaine	Études philosophiques	106	106	The Theaters	Theater	salle Ventadour	"salle Ventadour, Paris, France"	Vivienne	48.8677	2.33485	"48.8677, 2.33485"	The salle Ventadour								http://fr.wikipedia.org/wiki/Salle_Ventadour	http://upload.wikimedia.org/wikipedia/commons/3/31/Salle_Ventadour_c1830_-_HBwebsite.jpg		
La fausse maîtresse	FM	IV	La Comédie Humaine	Scènes de la vie privée	36	36	The Theaters	Theater	salle Ventadour	"salle Ventadour, Paris, France"	Vivienne	48.8677	2.33485	"48.8677, 2.33485"	Malaga toured France with the Bouthor family	 	Bouthor family::Malaga	"les Bouthor, Malaga"					http://fr.wikipedia.org/wiki/Salle_Ventadour	http://upload.wikimedia.org/wikipedia/commons/3/31/Salle_Ventadour_c1830_-_HBwebsite.jpg		
La fausse maîtresse	FM	IV	La Comédie Humaine	Scènes de la vie privée	39	39	The Theaters	Theater	salle Ventadour	"salle Ventadour, Paris, France"	Vivienne	48.8677	2.33485	"48.8677, 2.33485"	Malaga toured France with the Bouthor family	 	Bouthor family::Malaga	"les Bouthor, Malaga"					http://fr.wikipedia.org/wiki/Salle_Ventadour	http://upload.wikimedia.org/wikipedia/commons/3/31/Salle_Ventadour_c1830_-_HBwebsite.jpg		
La fausse maîtresse	FM	IV	La Comédie Humaine	Scènes de la vie privée	44	44	The Theaters	Theater	salle Ventadour	"salle Ventadour, Paris, France"	Vivienne	48.8677	2.33485	"48.8677, 2.33485"	Malaga toured France with the Bouthor family	 	Bouthor family::Malaga	"les Bouthor, Malaga"					http://fr.wikipedia.org/wiki/Salle_Ventadour	http://upload.wikimedia.org/wikipedia/commons/3/31/Salle_Ventadour_c1830_-_HBwebsite.jpg		
La Rabouilleuse	R 	IX	La Comédie Humaine	Scènes de la vie de province	344	344	The Theaters	Theater	Cirque-Olympique	"Cirque-Olympique, Paris, France"	Faubourg-du-Temple	48.869824	2.370606	"48.869824, 2.370606"	Philippe takes Agathe and Joseph to the Cirque-Olympique		Philippe::Agathe::Joseph Bridau	"Philippe, Agathe, Joseph"					http://fr.wikipedia.org/wiki/Cirque-Olympique	http://upload.wikimedia.org/wikipedia/commons/a/a2/Cirque-Olympique%2C_par_A._Testard.jpg		
