No	Livre	Book	Vol	Series	Pages	Region	Type of Place	Place Raw	"Place Raw, Paris, France"	Quartier	Lat	Long	"Lat, Long"	Description	Types Involved	Characters (Full Name)	Characters (CSV)
	La fille aux yeux d'or	FYO	XIII	La Comédie Humaine	344	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	A woman who goes to the garden of the Tuileries on Sunday does not have good social rank			
	La fille aux yeux d'or	FYO	XIII	La Comédie Humaine	369	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	A woman who goes to the garden of the Tuileries on Sunday does not have good social rank			
	La fille aux yeux d'or	FYO	XIII	La Comédie Humaine	350	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	De Marsay and Paul go to the garden of the Tuileries together to find Paquita		De Marsay	De Marsay
	La fille aux yeux d'or	FYO	XIII	La Comédie Humaine	362	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Rastignac walking in the garden of the Tuileries		Rastignac	Rastignac
	La fille aux yeux d'or	FYO	XIII	La Comédie Humaine	363	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Rastignac walking in the garden of the Tuileries		Rastignac	
	La fille aux yeux d'or	FYO	XIII	La Comédie Humaine	364	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Rastignac walking in the garden of the Tuileries		Rastignac	
	Le père Goriot	PG	VI	La Comédie Humaine	343	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	"César Birotteau and Popinot go toward the garden of the Tuileries to talk business, after having seen Roguin"		César Birotteau::Popinot::Rougin	"César, Popinot, Rougin"
	Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	57	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Popinot in the garden of the Tuileries		Popinot	Popinot
	Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	58	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Popinot in the garden of the Tuileries		Popinot	
	Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	59	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Popinot in the garden of the Tuileries		Popinot	
	Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	61	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Popinot in the garden of the Tuileries		Popinot	
	Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	129	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Popinot in the garden of the Tuileries		Popinot	
	Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	76	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Montriveau walks in the garden of the Tuileries		Montriveau	Montriveau
	La duchesse de Langeais	DL	XIII	La Comédie Humaine	283	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Lucien walks in the garden of the Tuileries		Lucien	Lucien
	La duchesse de Langeais	DL	XIII	La Comédie Humaine	299	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Lucien walks in the garden of the Tuileries		Lucien	
	Illusions perdues	IP	XII	La Comédie Humaine	17	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Lucien walks there on later occasions		Lucien	Lucien
	Illusions perdues	IP	XII	La Comédie Humaine	18	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Lucien walks there on later occasions		Lucien	
	Illusions perdues	IP	XII	La Comédie Humaine	39	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Lucien and the comtesse de Sorisy walk there		Lucien::comtesse de Sorisy	Lucien
	Illusions perdues	IP	XII	La Comédie Humaine	273	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Lucien and the comtesse de Sorisy walk there		Lucien::comtesse de Sorisy	
	Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	141	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	The manoeuvres in the Tuileries			
	Le curé de village	CV	XXV	La Comédie Humaine	156	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Mme Louis Gaston and her children at the Tuileries		Mme Louis Gaston	Mme Louis Gaston
	Mémoires de deux jeunes mariées	MDJM	"I,"	La Comédie Humaine	378	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Vimeux in the garden of the Tuileries		Vimeux	Vimeux
	Les employés	E	XIX	La Comédie Humaine	99	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Young employees walk in the garden of the Tuileries			
	Les employés	E	XIX	La Comédie Humaine	140	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Mme Rabourdin at the Tuileries		Mme Rabourdin	Mme Rabourdin
	Les employés	E	XIX	La Comédie Humaine	167	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Raphaël at the Tuileries		Raphaël	Raphaël
	La peau de chagrin	PC	XXVII	La Comédie Humaine	11	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	An Englishwoman at the Tuileries			
	Albert Savarus 	AS	III	La Comédie Humaine	7	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	The statue of Themistocles at the Tuileries			
	La maison Nucingen	MN	XIV	La Comédie Humaine	363	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Malvina and Isaure in the garden of the Tuileries		Malvina::Isaure	"Malvina, Isaure"
	La maison Nucingen	MN	XIV	La Comédie Humaine	385	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	MIle Leseigneur and her mother at the Tuileries		Mlle Leseigneur	MI1e Leseigneur
	La Bourse	Bou	I	La Comédie Humaine	397	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	H. Schinner goes to the garden of the Tuileries		H. Schinner	H. Schinner
	La Bourse	Bou	I	La Comédie Humaine	416	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	H. Schinner goes to the garden of the Tuileries		H. Schinner	
	La Bourse	Bou	I	La Comédie Humaine	421	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Wenceslas walks at the Tuileries		Wenceslas	Wenceslas
	La cousine Bette	B	XVII	La Comédie Humaine	108	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Stidmann at the Tuileries		Stidman	Stidman
	La cousine Bette	B	XVII	La Comédie Humaine	131	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Stidmann at the Tuileries			
	La cousine Bette	B	XVII	La Comédie Humaine	155	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Crevel struts in uniform at the Tuileries		Crevel	Crevel
	La cousine Bette	B	XVII	La Comédie Humaine	176	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Valerie in the garden of the Tuileries		Valerie	Valerie
	La cousine Bette	B	XVII	La Comédie Humaine	215	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Minard struts at the Tuileries		Minard	Minard
	La cousine Bette	B	XVII	La Comédie Humaine	228	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Minard struts at the Tuileries		Minard	
	Les petits bourgeois	PB	XX	La Comédie Humaine	83	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Clarice at the Tuileries		Clarice	Clarice
	Le patriotisme de Clarice	PaC	XXXIX	La Comédie Humaine	380	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	"The elegant, civilized boredom of the Tuileries"			
	Le Bois de Boulogne et le Luxembourg	BBL	XXXIX	La Comédie Humaine	53	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	No dandies or fine gowns on Sundays in the Tnileries			
	Monographie du rentier	MoR	XXXIX	La Comédie Humaine	330	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	"The annuitant goes to Tuileries at noon, without cane"			
	Monographie du Rentier	MoR	XL	Oeuvres diverses	216	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	The employees at the Tuileries			
	Physiologie de l'employé	PE	XL	Oeuvres diverses	488	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Formerly all Paris took the rue de la Paix to go to the Tuileries			
	Histoire et physiologie des boulevards de Paris	HPB	XL	Oeuvres diverses	614	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	The mirliflor goes to the Tuileries on Sundays			
	Un début dans la vie	DV	II	La Comédie Humaine	439	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Gobseck on a path at the Tuileries		Gobseck	Gobseck
	Gobseck	Gob	V	La Comédie Humaine	436	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Gobseck on a path at the Tuileries		Gobseck	Gobseck
	La femme de trente ans	FTA	VI	La Comédie Humaine	67	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Gobseck on a path at the Tuileries		Gobseck	Gobseck
	La femme de trente ans	FTA	VI	La Comédie Humaine	15	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Gobseck on a path at the Tuileries		Gobseck	
	Illusions perdues	IP	XII	La Comédie Humaine	43	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Gobseck on a path at the Tuileries		Gobseck	Gobseck
	Splendeurs et misères des courtisanes	SMC	XVI	La Comédie Humaine	83	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Gobseck on a path at the Tuileries		Gobseck	Gobseck
	Physiologie du mariage	PM	XXXII	La Comédie Humaine	351	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Gobseck on a path at the Tuileries		Gobseck	Gobseck
	Petites misères de la vie conjugale	PMVC	XXXIII	La Comédie Humaine	133	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Gobseck on a path at the Tuileries		Gobseck	Gobseck
	La cousine Bette	B	XVII	La Comédie Humaine	62	The Richer Bourgeoisie	Park	terrasse des Feuillants	"terrasse des Feuillants, Paris, France"		48.865135	2.327289	"48.865135, 2.327289"	The newly opened grille in the middle of the terrasse des Feuillants (1813)		Gobseck	
	La cousine Bette	B	XVII	La Comédie Humaine	124	The Richer Bourgeoisie	Park	terrasse des Feuillants	"terrasse des Feuillants, Paris, France"		48.865135	2.327289	"48.865135, 2.327289"	The newly opened grille in the middle of the terrasse des Feuillants (1813)		Gobseck	
	La femme de trente ans	FTA	VI	La Comédie Humaine	3	The Richer Bourgeoisie	Park	terrasse des Feuillants	"terrasse des Feuillants, Paris, France"		48.865135	2.327289	"48.865135, 2.327289"	De Marsay walks in the terrasse des Feuillants; sees Paquita there		De Marsay::Paquita	De Marsay
	La fille aux yeux d'or	FYO	Xffl	La Comédie Humaine	350	The Richer Bourgeoisie	Park	terrasse des Feuillants	"terrasse des Feuillants, Paris, France"		48.865135	2.327289	"48.865135, 2.327289"	De Marsay and Paul in the terrasse des Feuillants		De Marsay::Paul	"De Marsay, Paul"
	La fille aux yeux d'or	FYO	Xffl	La Comédie Humaine	363	The Richer Bourgeoisie	Park	terrasse des Feuillants	"terrasse des Feuillants, Paris, France"		48.865135	2.327289	"48.865135, 2.327289"	De Marsay and Paul in the terrasse des Feuillants			
	La fille aux yeux d'or	FYO	XIII	La Comédie Humaine	363	The Richer Bourgeoisie	Park	terrasse des Feuillants	"terrasse des Feuillants, Paris, France"		48.865135	2.327289	"48.865135, 2.327289"	The genteel lady is seen on the terrasse des Feulilants in winter			
	Autre étude de femme	AEF	VII	La Comédie Humaine	387	The Richer Bourgeoisie	Park	terrasse des Feuillants	"terrasse des Feuillants, Paris, France"		48.865135	2.327289	"48.865135, 2.327289"	Lucien walking on the terrasse des Feuillants		Lucien	Lucien
	Illusions perdues	IP	XII	La Comédie Humaine	18	The Richer Bourgeoisie	Park	terrasse des Feuillants	"terrasse des Feuillants, Paris, France"		48.865135	2.327289	"48.865135, 2.327289"	"The bourgeois goes at two o’clock to the terrace of the • place Louis-XV, when there are fireworks"		bourgeois	bourgeois
	Illusions perdues	IP	XII	La Comédie Humaine	44	The Richer Bourgeoisie	Park	terrasse des Feuillants	"terrasse des Feuillants, Paris, France"		48.865135	2.327289	"48.865135, 2.327289"	"The bourgeois goes at two o’clock to the terrace of the • place Louis-XV, when there are fireworks"			
	Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	90	The Richer Bourgeoisie	Restaurant	La Petite Provence	"La Petite Provence, Paris, France"		48.843056	2.34913	"48.843056, 2.34913"	La Petite Provence tries to explain eVérything			
	La Rabouilleuse	R	IX	La Comédie Humaine	396	The Richer Bourgeoisie	Restaurant	Petite Provence	"Petite Provence, Paris, France"		48.843056	2.34913	"48.843056, 2.34913"	The methodical yawning of the Petite Provence			
	Le Bois de Boulogne et le Luxembourg	BBL	XXXIX	La Comédie Humaine	53	The Richer Bourgeoisie	Restaurant	Petite Provence	"Petite Provence, Paris, France"		48.843056	2.34913	"48.843056, 2.34913"	La Petite Provence			
	Jean-Louis	JL	 	La Comédie Humaine	28	The Richer Bourgeoisie	Restaurant	Petite Provence	"Petite Provence, Paris, France"		48.843056	2.34913	"48.843056, 2.34913"	La Petite Provence			
	Jane la Pâle	JP	 	Oeuvres de jeunesse de Balzac	4	The Richer Bourgeoisie	Quay	quai des Tuileries	"quai des Tuileries, Paris, France"		48.861944	2.327222	"48.861944, 2.327222"	Hulot and Hortense on quais near the Louvre		Hulot::Hortense	"Hulot, Hortense"
	La cousine Bette	B	XVII	La Comédie Humaine	93	The Richer Bourgeoisie	Quay	quai des Tuileries	"quai des Tuileries, Paris, France"		48.861944	2.327222	"48.861944, 2.327222"	The Louvre entrance to quai des Tuileries			Louvre
	La muse du département	MD	X	La Comédie Humaine	179	The Richer Bourgeoisie	Quay	quai des Tuileries	"quai des Tuileries, Paris, France"		48.861944	2.327222	"48.861944, 2.327222"	Quais des Tuileries			
	Les secrets de la princesse de Cadignan	SPC	XVI	La Comédie Humaine	315	The Richer Bourgeoisie	Quay	quai des Tuileries	"quai des Tuileries, Paris, France"		48.861944	2.327222	"48.861944, 2.327222"	Quais des Tuileries			
	Jean-Louis	JL	 	La Comédie Humaine	14	The Richer Bourgeoisie	Quay	quai des Tuileries	"quai des Tuileries, Paris, France"		48.861944	2.327222	"48.861944, 2.327222"	Napoléon on quai des Tuileries		Napoléon	Napolean
	Albert Savarus 	AS	III	La Comédie Humaine	76	The Richer Bourgeoisie	Quay	quai des Tuileries	"quai des Tuileries, Paris, France"		48.861944	2.327222	"48.861944, 2.327222"	“Secours aux Asphyxiés” shack on the port des Tuileries			
	La peau de chagrin	PC	XXVII	La Comédie Humaine	13	The Richer Bourgeoisie	Palace	The Vieux Louvre	"The Vieux Louvre, Paris, France"		48.861111	2.336389	"48.861111, 2.336389"	The Vieux Louvre			
	Molière	Mol	XXXVIII	La Comédie Humaine	143	The Richer Bourgeoisie	Palace	The Vieux Louvre	"The Vieux Louvre, Paris, France"		48.861111	2.336389	"48.861111, 2.336389"	The Salon in the Galerie (Louvre?)			
	Pierre Grassou	PGr	XVI	La Comédie Humaine	436	The Richer Bourgeoisie	Museum	Louvre	"Louvre, Paris, France"		48.861111	2.336389	"48.861111, 2.336389"	The galeries of the Louvre and their shadows			
	La cousine Bette	B	XVII	La Comédie Humaine	62	The Richer Bourgeoisie	Museum	Louvre	"Louvre, Paris, France"		48.861111	2.336389	"48.861111, 2.336389"	The galeries of the Louvre			
	Petit dictionnaire critique des enseignes de Paris	DE	XXXVIII	Enseignes de Paris	156	The Richer Bourgeoisie	Residence	Louvre	"Louvre, Paris, France"		48.861111	2.336389	"48.861111, 2.336389"	The Louvre “recently built by Philippe-Auguste” (1308)			Louvre
	Les proscrits	Pro	XXXI	La Comédie Humaine	5	The Richer Bourgeoisie	Museum	Louvre	"Louvre, Paris, France"		48.861111	2.336389	"48.861111, 2.336389"	The cipher of Henri II at the Louvre			Cipher
	Splendeurs et misères des courtisanes	SCM	XXX	La Comédie Humaine	42	The Richer Bourgeoisie	Museum	Louvre	"Louvre, Paris, France"		48.861111	2.336389	"48.861111, 2.336389"	"Hôtel de Coligny, near the Louvre"			
				La Comédie Humaine	240	The Richer Bourgeoisie	Museum	Louvre	"Louvre, Paris, France"		48.861111	2.336389	"48.861111, 2.336389"	"Hôtel de Coligny, near the Louvre"			
	Splendeurs et misères des courtisanes	SCM	XXX	La Comédie Humaine	234	The Richer Bourgeoisie	Museum	Louvre	"Louvre, Paris, France"		48.861111	2.336389	"48.861111, 2.336389"	Catherine at the Louvre			
