No	Livre	Book	Vol	Series	Pages	Region	Type of Place	Place Raw	"Place Raw, Paris, France"	Quartier	Lat	Long	"Lat, Long"	Description	Types Involved	Characters (Full Name)	Characters (CSV)
	Longchamp	Lo 	XXXIX	La Comédie Humaine	332	Outer Right-Bank Faubourgs	Street	Champs-Elysées	"Champs-Elysées, Paris, France"	Champs-Elysées	48.8690605	2.3099301	"48.8690605, 2.3099301"	"Champs-Elysées on Wednesday, Thursday and Friday of Holy Week"			
	Histoire et physiologie des boulevards de Paris	HPB	XL	Oeuvres diverses	611	Outer Right-Bank Faubourgs	Street	Champs-Elysées	"Champs-Elysées, Paris, France"	Champs-Elysées	48.8690605	2.3099301	"48.8690605, 2.3099301"	New gowns in the Champs-Elysées			
	Histoire et physiologie des boulevards de Paris	HPB	XL	Oeuvres diverses	617	Outer Right-Bank Faubourgs	Street	Champs-Elysées	"Champs-Elysées, Paris, France"	Champs-Elysées	48.8690605	2.3099301	"48.8690605, 2.3099301"	Champs-Elysées in rainy weather			
	Les amours de deux bêtes offerts en exemple aux jeunes gens	ADB	XL	Oeuvres diverses	481	Outer Right-Bank Faubourgs	Street	Champs-Elysées	"Champs-Elysées, Paris, France"	Champs-Elysées	48.8690605	2.3099301	"48.8690605, 2.3099301"	The July fetes in the Champs-Elysées			
	Le contrat de mariage 	CM 	VII	La Comédie Humaine	283	Outer Right-Bank Faubourgs	Street	Champs-Elysées	"Champs-Elysées, Paris, France"	Champs-Elysées	48.8690605	2.3099301	"48.8690605, 2.3099301"	The fêtes for the populace in the grand carré des Champs-Elysées			
	Le père Goriot	PG 	VI	La Comédie Humaine	251	Outer Right-Bank Faubourgs	Street	Champs-Elysées	"Champs-Elysées, Paris, France"	Champs-Elysées	48.8690605	2.3099301	"48.8690605, 2.3099301"	The fêtes for the populace in the grand carré des Champs-Elysées			
	Le Faiseur	Fai	XXXV	La Comédie Humaine	300	Outer Right-Bank Faubourgs	Street	Champs-Elysées	"Champs-Elysées, Paris, France"	Champs-Elysées	48.8690605	2.3099301	"48.8690605, 2.3099301"	The fêtes for the populace in the grand carré des Champs-Elysées			
	Le Faiseur	Fai	XXXV	La Comédie Humaine	337	Outer Right-Bank Faubourgs	Street	Champs-Elysées	"Champs-Elysées, Paris, France"	Champs-Elysées	48.8690605	2.3099301	"48.8690605, 2.3099301"	The fêtes for the populace in the grand carré des Champs-Elysées			
	La peau de chagrin	PC	XXVII	La Comédie Humaine	42	Outer Right-Bank Faubourgs	Street	Champs-Elysées	"Champs-Elysées, Paris, France"	Champs-Elysées	48.8690605	2.3099301	"48.8690605, 2.3099301"	The fêtes for the populace in the grand carré des Champs-Elysées			
	Code des gens honnêtes 	CGH 	XXXVIII	La Comédie Humaine	72	Outer Right-Bank Faubourgs	Street	Champs-Elysées	"Champs-Elysées, Paris, France"	Champs-Elysées	48.8690605	2.3099301	"48.8690605, 2.3099301"	The fêtes for the populace in the grand carré des Champs-Elysées			
	Monographie du Rentier	MoR 	XL	Oeuvres diverses	221	Outer Right-Bank Faubourgs	Street	Champs-Elysées	"Champs-Elysées, Paris, France"	Champs-Elysées	48.8690605	2.3099301	"48.8690605, 2.3099301"	The fêtes for the populace in the grand carré des Champs-Elysées			
	Physiologie de l'employé	PE 	XL	Oeuvres diverses	504	Outer Right-Bank Faubourgs	Street	Champs-Elysées	"Champs-Elysées, Paris, France"	Champs-Elysées	48.8690605	2.3099301	"48.8690605, 2.3099301"	The fêtes for the populace in the grand carré des Champs-Elysées			
	Physiologie de l'employé	PE 	XL	Oeuvres diverses	511	Outer Right-Bank Faubourgs	Street	Champs-Elysées	"Champs-Elysées, Paris, France"	Champs-Elysées	48.8690605	2.3099301	"48.8690605, 2.3099301"	The fêtes for the populace in the grand carré des Champs-Elysées			
	Histoire et physiologie des boulevards de Paris	HPB	XL	Oeuvres diverses	613	Outer Right-Bank Faubourgs	Street	Champs-Elysées	"Champs-Elysées, Paris, France"	Champs-Elysées	48.8690605	2.3099301	"48.8690605, 2.3099301"	The fêtes for the populace in the grand carré des Champs-Elysées			
	La dernière fée 	DFée 	 	La Comédie Humaine	42	Outer Right-Bank Faubourgs	Street	Champs-Elysées	"Champs-Elysées, Paris, France"	Champs-Elysées	48.8690605	2.3099301	"48.8690605, 2.3099301"	The fêtes for the populace in the grand carré des Champs-Elysées			
	Argow le Pirate	AP	 	Œuvres de jeunesse de Balzac	3	Outer Right-Bank Faubourgs	Street	Champs-Elysées	"Champs-Elysées, Paris, France"	Champs-Elysées	48.8690605	2.3099301	"48.8690605, 2.3099301"	The fêtes for the populace in the grand carré des Champs-Elysées			
	Un début dans la vie	DV 	II	La Comédie Humaine	301	Outer Right-Bank Faubourgs	Park	Cours-la-Reine	"Cours-la-Reine, Paris, France"	Champs-Elysées	48.864878	2.315846	"48.864878, 2.315846"	The one-horse chaises in the Cours-la-Reine			
	L'envers de l'histoire contemporain	EHC	XX	La Comédie Humaine	442	Outer Right-Bank Faubourgs	Park	Cours-la-Reine	"Cours-la-Reine, Paris, France"		48.864878	2.315846	"48.864878, 2.315846"	Bourlac in the Cours-la-Reine			
	La Fausse maîtresse	FM 	IV	La Comédie Humaine	57	Outer Right-Bank Faubourgs	Street	allée de Mademoiselle	"allée de Mademoiselle, Paris, France"		48.843659	2.296778	"48.843659, 2.296778"	Paz in the Route des Dames and the allée de Mademoiselle		Paz	Paz
	Ferragus	F	XIII	La Comédie Humaine	141	Outer Right-Bank Faubourgs	Street	Père Lachaise	"Père Lachaise, Paris, France"		48.861944	2.394167	"48.861944, 2.394167"	The allée No 4 (at Père Lachaise)			
	Autre étude de femme 	AEF 	VII	La Comédie Humaine	387	Outer Right-Bank Faubourgs	Street	avenue de Marigny	"avenue de Marigny, Paris, France"		48.869569	2.315099	"48.869569, 2.315099"	"The ""femme comme ii faut” in the avenue de Marigny"			
	Splendeurs et misères des courtisanes 	SMC 	XV	La Comédie Humaine	140	Outer Right-Bank Faubourgs	Street	avenue de Marigny	"avenue de Marigny, Paris, France"		48.869569	2.315099	"48.869569, 2.315099"	Nucingen in the avenue de Marigny		Nucingen	Nucingen
	La cousine Bette	B	XVII	La Comédie Humaine	131	Outer Right-Bank Faubourgs	Street	avenue de Marigny	"avenue de Marigny, Paris, France"		48.869569	2.315099	"48.869569, 2.315099"	Lisbeth follows the avenue de Marigny		Lisbeth	Lisbeth
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	72	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	73	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	140	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	142	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	145	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	146	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	152	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	178	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	182	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	183	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	184	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	186	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	187	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	190	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	196	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	198	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	201	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	206	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	208	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	209	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	211	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	213	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	300	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	308	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	337	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	341	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	342	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	343	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	360	Outer Right-Bank Faubourgs	Residence	route du Ranelagh (Potier)	"route du Ranelagh (Potier), Paris, France"		48.853856	2.276822	"48.853856, 2.276822"	Balzac interested in a house in the route du Ranelagh (Potier)			
	Massimilla Dona 	MaD 	XXVII	La Comédie Humaine	398	Outer Right-Bank Faubourgs	Street	avenue de Neuilly	"avenue de Neuilly, Paris, France"		48.87855	2.28033	"48.87855, 2.28033"	The avenue de Neuilly			
	Lettre aux écrivains du XIXe siècle	LE 	II	Correspondence	432	Outer Right-Bank Faubourgs	Street	allée des Veuves	"allée des Veuves, Paris, France"		48.8669	2.30605	"48.8669, 2.30605"	Balzac interested in property in the allée des Veuves			
	Lettre aux écrivains du XIXe siècle	LE 	II	Correspondence	436	Outer Right-Bank Faubourgs	Street	allée des Veuves	"allée des Veuves, Paris, France"		48.8669	2.30605	"48.8669, 2.30605"	Balzac interested in property in the allée des Veuves			
	Lettre aux écrivains du XIXe siècle	LE 	II	Correspondence	440	Outer Right-Bank Faubourgs	Street	allée des Veuves	"allée des Veuves, Paris, France"		48.8669	2.30605	"48.8669, 2.30605"	Balzac interested in property in the allée des Veuves			
	Les employés	E	XIX	La Comédie Humaine	103	Outer Right-Bank Faubourgs	Street	allée des Veuves	"allée des Veuves, Paris, France"		48.8669	2.30605	"48.8669, 2.30605"	Bixiou at the grisettes’ dance-hall in the allée des Veuves	Grisettes	Bixiou	Bixiou
	Le Faiseur 	Fai 	XXXV	La Comédie Humaine	337	Outer Right-Bank Faubourgs	Street	allée des Veuves	"allée des Veuves, Paris, France"		48.8669	2.30605	"48.8669, 2.30605"	Bixiou at the grisettes’ dance-hall in the allée des Veuves		Bixiou	Bixiou
	La cousine Bette	B	XVII	La Comédie Humaine	480	Outer Right-Bank Faubourgs	Business	passage du Soleil	"passage du Soleil, Paris, France"		48.875467	2.322974	"48.875467, 2.322974"	"A public scribe, Vyder (Hulot) established in the passage du Soleil"		Hulot	Hulot
	La cousine Bette	B	XVII	La Comédie Humaine	488	Outer Right-Bank Faubourgs	Business	passage du Soleil	"passage du Soleil, Paris, France"		48.875467	2.322974	"48.875467, 2.322974"	"A public scribe, Vyder (Hulot) established in the passage du Soleil"			
	La cousine Bette	B	XVII	La Comédie Humaine	492	Outer Right-Bank Faubourgs	Business	passage du Soleil	"passage du Soleil, Paris, France"		48.875467	2.322974	"48.875467, 2.322974"	"A public scribe, Vyder (Hulot) established in the passage du Soleil"			
	La cousine Bette	B	XVII	La Comédie Humaine	488	Outer Right-Bank Faubourgs	Street	passage du Soleil	"passage du Soleil, Paris, France"		48.875467	2.322974	"48.875467, 2.322974"	The passage du Soleil described			
	La cousine Bette	B	XVII	La Comédie Humaine	489	Outer Right-Bank Faubourgs	Street	passage du Soleil	"passage du Soleil, Paris, France"		48.875467	2.322974	"48.875467, 2.322974"	The passage du Soleil described			
	Histoire et physiologie des boulevards de Paris	HPB	XL	Oeuvres diverses	613	Outer Right-Bank Faubourgs	Bridge	pont d'Austerlitz	"pont d'Austerlitz, Paris, France"		48.824010	2.339649	"48.824010, 2.339649"	The pont d’Austerlitz			
	Histoire et physiologie des boulevards de Paris	HPB	XL	Oeuvres diverses	617	Outer Right-Bank Faubourgs	Bridge	pont d'Austerlitz	"pont d'Austerlitz, Paris, France"		48.824010	2.339649	"48.824010, 2.339649"	The pont d’Austerlitz			
	La cousine Bette	B	XVII	La Comédie Humaine	479	Outer Right-Bank Faubourgs		place de Laborde	"place de Laborde, Paris, France"		48.87613	2.321098	"48.87613, 2.321098"	Description of the place de Laborde			
	Ferragus	F	XIII	La Comédie Humaine	140	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"		48.861944	2.394167	"48.861944, 2.394167"	The place Regnanjt de Saint-Jean d’Angély (at Père Lachaise)			
	Béatrix 	Beat 	V	La Comédie Humaine	336	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Mme Schontz at the Bois de Boulogne		Mme Schontz 	Mme Schontz 
	Le Lys dans la valée	LV 	XXVI	La Comédie Humaine	276	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Lady Arabelle and Félix at the Bois		Lady Arabelle and Félix	Lady Arabelle and Félix
	Le père Goriot	PG 	VI	La Comédie Humaine	255	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Anastasie goes to the Bois		Anastasie 	Anastasie 
	Le contrat de mariage	CM	VII	La Comédie Humaine	343	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Paul de Manerville’s wife liked to go to the Bois		Paul de Manervijje’s wife	Paul de Manervijje’s wife
	Le cabinet des antiques 	CA 	XI	La Comédie Humaine	72	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Victurnien and Diane meet at the fbi5 de Boulogne		Victuruien::Diane	"Victuruien, Diane"
	Le cabinet des antiques 	CA 	XI	La Comédie Humaine	93	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Diane ready to go to the Bois		Diane	Diane
	Illusions perdues	IP	XII	La Comédie Humaine	196	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Coralie and Lucien go to the Bois		Coralie and Lucien	Coralie and Lucien
	Illusions perdues	IP	XII	La Comédie Humaine	224	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Coralie and Lucien go to the Bois			
	Illusions perdues	IP	XII	La Comédie Humaine	225	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Coralie and Lucien go to the Bois			
	Illusions perdues	IP	XII	La Comédie Humaine	244	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Coralie and Lucien go to the Bois			
	Illusions perdues	IP	XII	La Comédie Humaine	253	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Coralie and Lucien go to the Bois			
	Illusions perdues	IP	XII	La Comédie Humaine	252	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Lucien at the Bois		Lucien	Lucien
	Illusions perdues	IP	XII	La Comédie Humaine	277	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Lucien is seen at the Bois by M d’Espard		Lucien	Lucien
	Splendeurs et misères des courtisanes 	SMC 	XV	La Comédie Humaine	77	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Lucien is seen regularly at the Bois		Lucien	Lucien
	Splendeurs et misères des courtisanes 	SMC 	XV	La Comédie Humaine	79	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Lucien and Esther at the Bois together		Lucien and Esther	Lucien and Esther
	Splendeurs et misères des courtisanes 	SMC 	XV	La Comédie Humaine	84	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Nucingen looks for Esther at the Bois		Nucingen::Esther 	"Nucingen, Esther "
	Splendeurs et misères des courtisanes 	SMC 	XV	La Comédie Humaine	170	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Lucien used to see Clotilde at the Bois		Lucien 	Lucien 
	L'Interdiction	I 	VII	La Comédie Humaine	192	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	The two little d’Espards go to the Bois			
	Ferragus	F	XIII	La Comédie Humaine	51	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Maulincour was going to the Bois when he met with his accident		Maulincour	Maulincour
	Mémoires de deux jeunes mariées	MDJM 	I 	La Comédie Humaine	152	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Mme de Chaulieu at the Bois de Boulogne		Mme de Chaulieu	Mme de Chaulieu
	Mémoires de deux jeunes mariées	MDJM 	I	La Comédie Humaine	172	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Mme de Chaulieu at the Bois		Mme de Chaulieu	Mme de Chaulieu
	Mémoires de deux jeunes mariées	MDJM 	I	La Comédie Humaine	266	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Mme de Chaulieu at the Bois			
	Mémoires de deux jeunes mariées	MDJM 	I	La Comédie Humaine	373	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	The distance from the Bois to Paris			
	La muse du département 	MD 	X	La Comédie Humaine	249	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Mme de La Baudraye goes to the Bois		Mme de La Baudraye 	Mme de La Baudraye 
	La Maison du Chat-qui-pelote	MCP 	I	La Comédie Humaine	63	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	The duchess of Carigliano is to meet d’Aiglemont at the Bois		Carigliano	Carigliano
	Une Fille d’Eve	FE 	IV	La Comédie Humaine	145	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Mme Félix de Vandenesse looks for Nathan at the Bois		Mme Félix de Vandenesse::Nathan	"Mme Félix de Vandenesse, Nathan"
	Une Fille d’Eve	FE 	IV	La Comédie Humaine	146	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Mme Félix de Vandenesse looks for Nathan at the Bois			
	Une Fille d’Eve	FE 	IV	La Comédie Humaine	147	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Mme Félix de Vandenesse looks for Nathan at the Bois			
	Une Fille d’Eve	FE 	IV	La Comédie Humaine	160	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Mme Félix de Vandenesse looks for Nathan at the Bois			
	Une Fille d’Eve	FE 	TV	La Comédie Humaine	159	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Nathan at the Bois		Nathan	Nathan
	Albert Savarus 	AS	III	La Comédie Humaine	77	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Savarus tries out his spéeches at the Bois		Savarus	Savarus
	La Fausse maîtresse	FM 	IV	La Comédie Humaine	24	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	"Paz, Adam and Clémentine drive in the Bois"		Paz::Adam	"Paz, Adam"
	La Fausse maîtresse	FM 	IV	La Comédie Humaine	42	Outer Right-Bank Faubourgs	City	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Malaga at the Bois			
	L’Envers de I’Histoire Contemporaine	EUC 	XX	La Comédie Humaine	222	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Godefroid at the Bois		Godefroid	Godefroid
	La maison Nucingen 	MN 	XIV	La Comédie Humaine	350	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Rastignac goes to the Bois with Delphine		Rastignac::Delphine	"Rastignac, Delphine"
